Brand,VehicleModel,ManufacturingYear,Type,rating,color,Duty,fuel,CylinderCount,type of gear,capacity,Odometer,#airbags,price
Suzuki,Kizashi,2009.0,Sedan,2.0,Jet Black,0.0,Gas,4,r,2.4,123000,10,5959
Mercedesbenz,C 280,3006.0,Sedan,2.0,Jet Black,0.0,Gas,6,automatic,3,135000,7,15053
Mercedesbenz,Unknown,2013.0,Sedan,2.0,Unknown,1055.0,Gas,6,automatic,3.5,51875,12,18655
Unknown,Nx 300,2012.0,Jeep,2.0,Pearl White,8924.0,Gas,4,automatic,2,1792,12,18655
Daewoo,Lacetti,2010.0,Unknown,5.0,Jet Black,10761.0,Gas,4,others,1.8,46527,4,10192
Hyundai,Tucson,2012.0,Jeep,2.0,Unknown,707.0,Diesel,4,automatic,2,144096,4,23207
Lexus,Gx 460,2012.0,Jeep,3.0,Charcoal,1363.0,Gas,4,automatic,0,189704,0,18655
Hyundai,My Model Which Is Elantra Is  Best,2012.0,Sedan,0.0,Jet Black,0.0,Gas,4,others,1.8,122000,8,17562
Hyundai,Elantra,2012.0,Sedan,4.0,Jet Black,891.0,Gas,4,automatic,2,88000,16,25089
Mitsubishi,Unknown,2103.0,Hatchback,2.0,Metallic,0.0,Gas,4,automatic,1.5,160000,4,6899
Honda,Fit,2017.0,Hatchback,3.0,Metallic,10784.0,Gas,4,automatic,1.5,42642,4,23659
Mercedesbenz,My Model Which Is B 170 Is  Best,2008.0,Hatchback,0.0,Jet Black,0.0,Unknown,4,automatic,1.7,120000,16,14740
Audi,A4,2010.0,Sedan,5.0,Unknown,0.0,Unknown,4,manual,2.0 Turbo,192000,10,15681
Hyundai,Elantra,2007.0,Sedan,1.0,Jet Black,0.0,Diesel,4,gear,0,48606,16,5959
Hyundai,Unknown,2012.0,Jeep,4.0,Sapphire Blue,639.0,Diesel,4,automatic,2,80186,4,39389
Mercedesbenz,E 350,2008.0,Sedan,0.0,Jet Black,1598.0,Diesel,4,unknown,3,175614,12,18655
Toyota,My Model Which Is Highlander Is  Best,2008.0,Jeep,3.0,Jet Black,1750.0,Hybrid,6,automatic,3.3,182024,12,18655
Toyota,Tacoma,2012.0,Sedan,0.0,Charcoal,1190.0,Gas,16,automatic,4,238203,12,18655
Lexus,Rx 400,2012.0,Jeep,1.0,Pearl White,690.0,Hybrid,6,r,3.5,27038,12,18655
Hyundai,H1,2016.0,Unknown,6.0,Jet Black,1091.0,Diesel,4,others,2.5,61057,4,45734
Nissan,Unknown,2005.0,Unknown,1.0,Charcoal,0.0,Gas,4,automatic,1.5,0,4,7683
Unknown,Juke,3015.0,Jeep,2.0,Sapphire Blue,10629.0,Gas,14,automatic,1.6,103358,0,18655
Audi,Unknown,1914.0,Hatchback,6.0,Unknown,915.0,Gas,6,others,3,191373,0,9565
Hyundai,Sonata,2012.0,Sedan,0.0,Unknown,836.0,Gas,4,r,2,193486,4,13626
Nissan,Versa,2012.0,Hatchback,0.0,Jet Black,0.0,Gas,4,unknown,1.8,53330,2,24891
Toyota,Unknown,2012.0,Unknown,2.0,Charcoal,0.0,Hybrid,4,automatic,1.8,180000,16,20385
Honda,Crv,1998.0,Jeep,2.0,Jet Black,0.0,Gas,4,others,2,282099,0,6899
Mercedesbenz,E 320,2000.0,Sedan,1.0,Jet Black,0.0,Gas,4,r,3.2,111111,6,7840
Hyundai,Unknown,2013.0,Jeep,4.0,Metallic,640.0,Diesel,4,others,2,52303,4,15524
Volkswagen,Passat,1914.0,Sedan,3.0,Unknown,584.0,Unknown,4,automatic,1.8 Turbo,65282,8,15994
Chevrolet,Cruze,2009.0,Sedan,3.0,Pearl White,876.0,Gas,4,others,1.8,67293,4,7066
Mazda,Mazda 5,2013.0,Unknown,1.0,Pearl White,0.0,Other,4,others,2.5,143564,8,18346
Honda,Civic,2012.0,Coupe,0.0,Crimson,0.0,Gas,4,gear,1.4,200000,2,5018
Hyundai,H1,2014.0,Minivan,3.0,Unknown,777.0,Diesel,4,automatic,2.5,120309,7,30583
Hyundai,Sonata,2015.0,Sedan,0.0,Unknown,765.0,Other,4,automatic,0,283593,4,14909
Hyundai,Elantra,2012.0,Sedan,3.0,Metallic,0.0,Gas,4,automatic,1.6,147718,7,20005
Bmw,Unknown,2012.0,Unknown,3.0,Unknown,0.0,Unknown,6,automatic,0,162000,0,40769
Hyundai,Tucson,2012.0,Jeep,3.0,Metallic,1017.0,Diesel,4,automatic,2,63433,4,45210
Toyota,Tundra,2012.0,Sedan,2.0,Pearl White,11659.0,Gas,8,others,5.7,0,12,18655
Unknown,Camry,2015.0,Sedan,4.0,Unknown,0.0,Hybrid,6,others,2.5,163000,0,31361
Honda,My Model Which Is Accord Is  Best,2015.0,Sedan,3.0,Jet Black,10900.0,Gas,4,gear,2.4,129779,12,8781
Toyota,Rav 4,2012.0,Jeep,1.0,Charcoal,779.0,Gas,4,automatic,2.5,193960,12,5018
Lexus,Gx 470,2008.0,Jeep,4.0,Unknown,0.0,Gas,8,automatic,4.7,146000,8,35438
Chevrolet,Aveo,2009.0,Sedan,2.0,Unknown,790.0,Gas,4,unknown,1.6,58000,7,10349
Unknown,S40,1901.0,Sedan,1.0,Emerald Green,0.0,Gas,4,r,0,133502,16,18655
Lexus,Rx 450,2010.0,Jeep,0.0,Metallic,1399.0,Hybrid,6,r,0,382746,12,18655
Chevrolet,Impala,2016.0,Sedan,4.0,Metallic,1533.0,Gas,4,automatic,3.6,101812,4,46891
Chevrolet,Cruze,2012.0,Sedan,3.0,Unknown,586.0,Gas,4,automatic,1.8,129023,12,6272
Bmw,X5,2012.0,Jeep,1.0,Jet Black,0.0,Gas,6,others,3,121121,10,18655
Lexus,Gx 470,2012.0,Sedan,3.0,Pearl White,1514.0,Gas,8,automatic,4.6,202048,0,18655
Unknown,Prius,1908.0,Sedan,5.0,Unknown,0.0,Gas,4,automatic,1.5,150000,8,14113
Hyundai,Elantra,2010.0,Unknown,1.0,Jet Black,10687.0,Gas,4,automatic,1.6,100230,4,18240
Nissan,Altima,2015.0,Sedan,3.0,Pearl White,0.0,Unknown,4,automatic,2.5,124403,12,18655
Renault,Megane,2011.0,Goods,1.0,Unknown,0.0,Diesel,14,manual,1.5 Turbo,210000,8,15681
Opel,Corsa,2108.0,Hatchback,4.0,Metallic,742.0,Diesel,4,manual,1.3,169000,8,9722
Hyundai,Genesis,2012.0,Coupe,1.0,Pearl White,836.0,Gas,4,r,2,191263,4,16756
Toyota,Prius,2012.0,Hatchback,1.0,Crimson,0.0,Hybrid,4,gear,0,119000,8,10036
Subaru,Xv,2013.0,Jeep,2.0,Metallic,9360.0,Unknown,14,automatic,2,112000,0,17249
Nissan,Juke,2015.0,Jeep,2.0,Metallic,10629.0,Gas,4,gear,1.6 Turbo,74000,10,23207
Mazda,Mazda 6 Touring,2012.0,Sedan,2.0,Jet Black,11249.0,Gas,4,automatic,2.5,31694,10,26971
Honda,Civic,1918.0,Sedan,0.0,Pearl White,1079.0,Gas,4,automatic,2,0,4,38213
Hyundai,Sonata,2014.0,Sedan,1.0,Metallic,639.0,Other,4,unknown,2,377942,4,9938
Ssangyong,Korando,2012.0,Jeep,6.0,Jet Black,642.0,Diesel,4,automatic,2,143265,4,21357
Unknown,Avalon Limited,2017.0,Unknown,1.0,Unknown,579.0,Hybrid,4,r,2.5,57200,12,42337
Chevrolet,Cruze,2014.0,Sedan,0.0,Unknown,473.0,Gas,4,others,1.4,52000,8,9095
Toyota,Unknown,2012.0,Sedan,5.0,Unknown,746.0,Hybrid,4,others,1.5,237872,8,11290
Unknown,Unknown,2012.0,Coupe,2.0,Charcoal,0.0,Unknown,8,automatic,4.4,121000,8,15681
Mercedesbenz,E 300,2012.0,Sedan,6.0,Unknown,1017.0,Gas,14,r,0,26802,12,18655
Mercedesbenz,Unknown,1995.0,Unknown,4.0,Jet Black,1529.0,Gas,4,others,1.8,2014,2,18655
Chevrolet,Cruze,2012.0,Sedan,0.0,Jet Black,641.0,Diesel,4,automatic,2,52312,4,9408
Mitsubishi,Outlander Se,2017.0,Jeep,1.0,Sapphire Blue,0.0,Gas,4,r,2,41681,8,21169
Porsche,Panamera,2015.0,Sedan,1.0,Charcoal,10530.0,Hybrid,4,others,3,0,12,26030
Hyundai,H1,2011.0,Minivan,1.0,Jet Black,862.0,Diesel,4,automatic,2.5,55248,4,18660
Toyota,Aqua,3017.0,Hatchback,4.0,Pearl White,382.0,Hybrid,4,automatic,1.5,181474,4,14831
Bmw,My Model Which Is X5 Is  Best,2012.0,Jeep,0.0,Jet Black,919.0,Diesel,6,others,3,70994,0,31047
Volkswagen,Passat,2012.0,Sedan,5.0,Sapphire Blue,10924.0,Gas,4,automatic,1.8,67120,12,10349
Toyota,Aqua,2015.0,Hatchback,3.0,Unknown,308.0,Hybrid,4,gear,1.5,143876,4,9198
Lexus,Ct 200H,2012.0,Hatchback,2.0,Unknown,586.0,Hybrid,4,others,1.8,142394,0,18655
Hyundai,Tucson,2010.0,Jeep,2.0,Unknown,836.0,Diesel,4,automatic,2,171344,16,22947
Toyota,Camry,2012.0,Sedan,6.0,Pearl White,781.0,Hybrid,4,others,2.5,156518,12,18655
Toyota,Highlander,2012.0,Jeep,3.0,Unknown,11058.0,Gas,6,automatic,3.5,285186,12,9565
Hyundai,Elantra,2014.0,Sedan,2.0,Unknown,9416.0,Gas,4,automatic,1.8,0,12,18655
Chevrolet,Cruze,2012.0,Sedan,7.0,Crimson,738.0,Gas,4,automatic,1.4,77174,0,15681
Chevrolet,My Model Which Is Volt Is  Best,2013.0,Hatchback,2.0,Jet Black,474.0,Unknown,4,automatic,1.4,239027,16,18655
Hyundai,Elantra,2012.0,Sedan,2.0,Charcoal,880.0,Gas,4,others,1.6,71551,4,36401
Mercedesbenz,E 350,2013.0,Sedan,0.0,Jet Black,0.0,Gas,4,automatic,0,150000,12,42337
Mercedesbenz,Vaneo,2004.0,Universal,1.0,Metallic,0.0,Unknown,14,automatic,1.9,170000,4,7840
Mazda,Axela,2015.0,Hatchback,0.0,Unknown,1552.0,Unknown,4,unknown,0,39000,6,15000
Nissan,Xterra,2004.0,Jeep,0.0,Jet Black,0.0,Gas,6,automatic,0,323200,2,18655
Mercedesbenz,Clk 200,2000.0,Coupe,1.0,Jet Black,0.0,Gas,4,unknown,2,226000,16,7213
Mitsubishi,Pajero,2001.0,Jeep,7.0,Metallic,0.0,Natural Gas,4,automatic,0,149000,4,10036
Hyundai,Sonata,2012.0,Sedan,5.0,Unknown,765.0,Other,4,automatic,2,595426,4,9252
Hyundai,Sonata,2013.0,Sedan,1.0,Charcoal,10751.0,Gas,4,automatic,2.4,124800,6,16308
Toyota,My Model Which Is Prius Is  Best,2012.0,Hatchback,2.0,Pearl White,586.0,Unknown,4,r,1.8,373634,12,18655
Ssangyong,My Model Which Is Rexton Is  Best,2012.0,Jeep,1.0,Metallic,1273.0,Diesel,4,others,2.7,116092,7,30238
Mercedesbenz,My Model Which Is Ml 320 Is  Best,2000.0,Jeep,2.0,Metallic,0.0,Other,6,automatic,0,234603,4,9408
Mercedesbenz,Gle 350,2012.0,Jeep,3.0,Sapphire Blue,1292.0,Gas,16,gear,3,86189,12,41397
Hyundai,Sonata,2012.0,Unknown,2.0,Unknown,891.0,Other,4,unknown,2,287140,4,18817
Mercedesbenz,E 320,2003.0,Sedan,4.0,Unknown,0.0,Natural Gas,6,automatic,3.2,0,8,11917
Mercedesbenz,E 350,2012.0,Sedan,5.0,Jet Black,1055.0,Unknown,6,others,3.5,237158,12,18655
Toyota,Camry,2012.0,Sedan,2.0,Unknown,777.0,Gas,4,others,2.5,12000,6,18189
Toyota,Prius,2012.0,Hatchback,3.0,Unknown,442.0,Hybrid,4,automatic,1.8,19109,12,8781
Toyota,Venza,2013.0,Jeep,4.0,Pearl White,834.0,Gas,4,automatic,2.7,186349,12,18655
Volkswagen,My Model Which Is Jetta Is  Best,2012.0,Sedan,4.0,Unknown,584.0,Gas,4,others,1.8,152582,12,18655
Hyundai,Veloster,2012.0,Unknown,2.0,Unknown,531.0,Gas,4,gear,1.6,130000,12,14113
Ford,Escape,2009.0,Jeep,4.0,Jet Black,1185.0,Hybrid,4,unknown,2.5,143000,12,17562
Chevrolet,Unknown,3011.0,Jeep,6.0,Unknown,0.0,Gas,16,r,3.6,84800,8,36065
Ford,Mustang,1908.0,Coupe,2.0,Sapphire Blue,0.0,Gas,8,manual,0,129600,4,17249
Toyota,Camry,2013.0,Unknown,2.0,Unknown,779.0,Unknown,4,automatic,2.5,90000,7,17562
Lexus,Rx 400,2008.0,Unknown,3.0,Jet Black,1850.0,Hybrid,6,r,3.5,364523,12,18655
Lexus,Gx 460,2012.0,Unknown,1.0,Unknown,0.0,Unknown,18,others,4.6,189704,0,18655
Nissan,My Model Which Is Serena Is  Best,2012.0,Minivan,4.0,Jet Black,0.0,Gas,4,others,2,175000,2,8781
Hyundai,Sonata,2013.0,Sedan,3.0,Pearl White,640.0,Gas,14,automatic,0,31381,4,15367
Bmw,320,2001.0,Unknown,2.0,Pearl White,0.0,Gas,6,manual,2.5,999999,0,18655
Opel,Vectra,2012.0,Hatchback,1.0,Emerald Green,0.0,Gas,4,manual,1.8,245000,2,18655
Chrysler,Town And Country,2010.0,Unknown,3.0,Pearl White,1324.0,Gas,6,others,3.3,612685,16,18655
Hyundai,Tucson,2012.0,Jeep,4.0,Metallic,642.0,Diesel,4,unknown,0,119310,4,21103
Kia,Picanto,2012.0,Sedan,7.0,Jet Black,488.0,Gas,4,others,1,41370,4,18189
Honda,Fit,2012.0,Hatchback,5.0,Metallic,447.0,Gas,4,automatic,1.3,52320,4,17264
Hyundai,My Model Which Is Sonata Is  Best,2012.0,Sedan,2.0,Pearl White,765.0,Other,4,automatic,0,311337,4,10976
Unknown,Rx 450,2016.0,Unknown,5.0,Charcoal,690.0,Hybrid,6,r,3.5,0,12,34811
Kia,Optima Hybrid,2013.0,Sedan,0.0,Gold,0.0,Hybrid,4,automatic,2.4,112000,8,19444
Toyota,My Model Which Is Camry Is  Best,2012.0,Sedan,4.0,Unknown,0.0,Hybrid,4,automatic,2.4,248000,6,18503
Mercedesbenz,C 200,2012.0,Goods,2.0,Metallic,0.0,Gas,4,gear,0,22500,12,10349
Ford,Explorer,3014.0,Jeep,7.0,Jet Black,1053.0,Gas,4,gear,0,148454,16,5802
Toyota,My Model Which Is Chr Is  Best,2018.0,Jeep,4.0,Charcoal,1079.0,Gas,14,automatic,2,22816,12,18655
Daewoo,Unknown,2010.0,Sedan,0.0,Charcoal,761.0,Gas,4,automatic,1.8,164466,4,8006
Lexus,Unknown,2008.0,Jeep,3.0,Unknown,2455.0,Unknown,8,automatic,4.7,0,0,18655
Kia,Optima,2014.0,Sedan,1.0,Metallic,638.0,Gas,4,r,2,44768,7,16935
Mercedesbenz,Vito,2008.0,Minivan,2.0,Metallic,0.0,Diesel,4,gear,2.2 Turbo,269000,2,26657
Ford,My Model Which Is Transit Connect Is  Best,2004.0,Goods,2.0,Pearl White,0.0,Diesel,4,manual,1.8,235000,4,7840
Hyundai,Elantra,2011.0,Sedan,4.0,Metallic,583.0,Gas,4,automatic,1.6,132749,4,19416
Toyota,Prius C,2113.0,Hatchback,4.0,Sapphire Blue,502.0,Hybrid,4,automatic,1.5,142000,8,12544
Kia,Forte,1916.0,Sedan,4.0,Charcoal,0.0,Gas,4,unknown,1.8,65600,10,16935
Lexus,My Model Which Is Rx 350 Is  Best,2015.0,Jeep,2.0,Jet Black,1273.0,Gas,6,automatic,3.5,121315,0,18655
Mercedesbenz,E 320,2012.0,Sedan,1.0,Metallic,0.0,Gas,6,others,3.2,130000,8,16308
Mercedesbenz,B 180,2011.0,Universal,3.0,Jet Black,1590.0,Unknown,4,others,0,117000,6,9500
Unknown,My Model Which Is 325 Is  Best,2002.0,Coupe,4.0,Unknown,0.0,Gas,6,automatic,2.5,205000,6,7840
Lexus,Unknown,2012.0,Jeep,3.0,Charcoal,1363.0,Gas,8,automatic,4.6,189704,0,18655
Toyota,Prius,2008.0,Hatchback,4.0,Gold,843.0,Hybrid,14,automatic,1.5,178000,12,10976
Audi,A7,2012.0,Hatchback,2.0,Charcoal,915.0,Gas,6,others,0,401128,0,18655
Hyundai,I30,2012.0,Hatchback,2.0,Unknown,687.0,Gas,4,automatic,1.6,157730,4,10986
Uaz,Unknown,1987.0,Microbus,2.0,Unknown,0.0,Natural Gas,4,manual,2.4,354000,6,6899
Unknown,Xv,2013.0,Sedan,3.0,Charcoal,640.0,Gas,4,others,2,333208,0,18655
Nissan,Sentra,2016.0,Sedan,1.0,Charcoal,10810.0,Unknown,4,automatic,1.8,52126,12,5645
Fiat,Seicento Fiat 600,1998.0,Sedan,2.0,Emerald Green,0.0,Gas,4,others,0.9,151000,0,18655
Honda,Civic,2012.0,Sedan,2.0,Unknown,891.0,Gas,4,automatic,2,78222,12,5645
Hyundai,Sonata,2012.0,Sedan,5.0,Metallic,642.0,Gas,4,automatic,2.0 Turbo,82000,9,20385
Toyota,My Model Which Is Highlander Is  Best,2014.0,Sedan,1.0,Jet Black,517.0,Hybrid,6,gear,3.5,166560,16,39201
Toyota,Camry,2014.0,Sedan,3.0,Unknown,9223.0,Gas,4,automatic,2.5,103123,12,16099
Ford,Transit,2012.0,Microbus,4.0,Sapphire Blue,1677.0,Diesel,4,gear,2.0 Turbo,190000,2,8154
Hyundai,My Model Which Is H1 Is  Best,2014.0,Minivan,4.0,Unknown,777.0,Diesel,4,r,2.5,183731,4,26528
Lexus,Ct 200H,2013.0,Hatchback,2.0,Ruby Red,585.0,Hybrid,4,r,1.8,125000,12,23521
Nissan,Note,2012.0,Unknown,4.0,Ruby Red,0.0,Gas,4,automatic,1.5,117000,4,18655
Hyundai,Santa Fe,2016.0,Jeep,1.0,Sapphire Blue,0.0,Diesel,4,automatic,2,123178,4,41055
Unknown,Prius,2011.0,Hatchback,5.0,Gold,645.0,Hybrid,4,gear,1.8,103000,0,13328
Hyundai,Santa Fe,2011.0,Jeep,1.0,Unknown,707.0,Unknown,4,gear,2,151594,4,27889
Unknown,My Model Which Is Golf Gti Is  Best,2012.0,Hatchback,0.0,Unknown,0.0,Gas,4,others,2,126000,0,5645
Hyundai,Elantra,3015.0,Unknown,5.0,Gold,697.0,Gas,4,others,1.8,37000,10,19444
Unknown,Gx 460,2012.0,Jeep,2.0,Jet Black,1646.0,Gas,8,others,4.6,188078,0,18655
Lexus,My Model Which Is Gx 470 Is  Best,2009.0,Unknown,3.0,Unknown,2151.0,Gas,8,automatic,4.7,264339,0,30734
Nissan,March,2012.0,Unknown,6.0,Jet Black,0.0,Other,4,automatic,1.3,212000,16,7840
Hyundai,Sonata,2016.0,Unknown,3.0,Unknown,9109.0,Other,4,automatic,2,577053,16,13172
Toyota,Camry,2012.0,Sedan,2.0,Jet Black,394.0,Hybrid,4,unknown,2.5,398069,12,18655
Mercedesbenz,My Model Which Is Vito Is  Best,2012.0,Goods,1.0,Pearl White,1288.0,Diesel,6,gear,2.0 Turbo,180000,4,15681
Toyota,My Model Which Is Prius Is  Best,2012.0,Hatchback,3.0,Charcoal,0.0,Unknown,4,automatic,0,150000,4,18655
Toyota,Aqua,2012.0,Hatchback,6.0,Unknown,503.0,Gas,4,automatic,1.5,157000,16,16869
Mercedesbenz,E 36 Amg,2012.0,Sedan,2.0,Jet Black,0.0,Unknown,4,unknown,2.0 Turbo,230000,12,10036
Daihatsu,Mira,2012.0,Hatchback,0.0,Jet Black,0.0,Unknown,3,automatic,0,103000,2,18655
Hyundai,Elantra,2015.0,Sedan,2.0,Unknown,629.0,Gas,4,automatic,0,37509,4,15336
Unknown,My Model Which Is Civic Is  Best,2012.0,Sedan,3.0,Jet Black,0.0,Gas,4,others,0,154000,6,14740
Bmw,320,2012.0,Universal,3.0,Unknown,1685.0,Other,4,automatic,2,0,4,7840
Toyota,My Model Which Is Camry Is  Best,2012.0,Sedan,4.0,Pearl White,609.0,Hybrid,4,r,2.5,35058,12,18817
Mercedesbenz,S 500,1998.0,Sedan,0.0,Jet Black,0.0,Unknown,8,automatic,5,20000,15,12544
Hyundai,Sonata,2015.0,Unknown,4.0,Unknown,0.0,Other,4,unknown,2,39878,4,15994
Unknown,Prius,2012.0,Unknown,2.0,Unknown,0.0,Hybrid,4,others,1.8,100000,0,18655
Hyundai,Sonata,2012.0,Sedan,5.0,Unknown,642.0,Gas,4,unknown,2,120480,12,17249
Chevrolet,Orlando,2012.0,Jeep,1.0,Metallic,642.0,Diesel,4,automatic,0,155329,4,16894
Ford,Unknown,2014.0,Sedan,4.0,Unknown,0.0,Gas,4,automatic,2.5,148800,6,20385
Mercedesbenz,Sprinter Max,2012.0,Microbus,1.0,Pearl White,1888.0,Diesel,6,unknown,3.0 Turbo,0,6,18817
Hyundai,Elantra,2012.0,Sedan,3.0,Metallic,687.0,Gas,4,automatic,1.6,104282,4,15718
Audi,A6,2011.0,Sedan,2.0,Metallic,1018.0,Gas,6,unknown,0,0,12,18655
Mazda,Unknown,1990.0,Sedan,1.0,Jet Black,0.0,Gas,14,manual,1.6,1111,2,18655
Toyota,Prius,2011.0,Jeep,3.0,Pearl White,0.0,Hybrid,4,r,1.8,146184,12,18655
Hyundai,Accent,2017.0,Sedan,4.0,Sapphire Blue,831.0,Gas,4,automatic,1.6,88771,16,18655
Unknown,Fusion,2014.0,Sedan,3.0,Tangerine,777.0,Gas,4,unknown,2.5,83213,12,18655
Lexus,Gx 470,2005.0,Jeep,2.0,Unknown,0.0,Other,8,unknown,4.7,336000,16,37633
Honda,Fit,2114.0,Hatchback,2.0,Jet Black,10446.0,Gas,4,unknown,1.3,50000,4,27193
Toyota,Tacoma,2013.0,Jeep,2.0,Pearl White,834.0,Gas,4,others,2.7,265558,12,14583
Toyota,Unknown,2012.0,Hatchback,3.0,Jet Black,1268.0,Hybrid,14,automatic,0,128000,6,10663
Chevrolet,Captiva,2016.0,Jeep,2.0,Jet Black,10891.0,Diesel,4,automatic,2,48774,4,49174
Ford,Fusion,2012.0,Sedan,2.0,Pearl White,781.0,Unknown,4,r,2.5,256000,8,8938
Mercedesbenz,200,2012.0,Sedan,7.0,Sapphire Blue,0.0,Gas,4,automatic,1.8,0,2,6272
Toyota,Unknown,2012.0,Jeep,5.0,Pearl White,353.0,Hybrid,4,automatic,1.8,104795,12,18655
Unknown,E 350,2010.0,Coupe,0.0,Unknown,0.0,Gas,6,automatic,3.5,200000,8,34497
Mitsubishi,Outlander,2102.0,Jeep,1.0,Pearl White,0.0,Natural Gas,4,r,2.4,240000,4,8311
Hyundai,Tucson,2017.0,Unknown,1.0,Unknown,1017.0,Diesel,14,gear,2,98273,4,39226
Unknown,H1,2012.0,Minivan,3.0,Charcoal,777.0,Diesel,4,gear,2.5,117466,4,34673
Mercedesbenz,My Model Which Is E 420 Is  Best,1996.0,Sedan,3.0,Unknown,0.0,Unknown,8,automatic,4.2,125000,12,15681
Hyundai,Elantra,2011.0,Unknown,1.0,Unknown,9355.0,Gas,4,others,0,0,12,16308
Chevrolet,My Model Which Is Spark Is  Best,2012.0,Hatchback,2.0,Metallic,0.0,Gas,4,r,0,93000,0,12544
Toyota,Chr,2018.0,Jeep,3.0,Crimson,1079.0,Gas,4,automatic,2,18754,12,6272
Honda,My Model Which Is Civic Is  Best,2014.0,Sedan,5.0,Sapphire Blue,584.0,Gas,4,automatic,1.8,148640,12,18655
Nissan,Tiida,2006.0,Hatchback,2.0,Gold,0.0,Gas,4,others,1.5,290000,2,5331
Land,Discovery,2012.0,Jeep,1.0,Jet Black,0.0,Diesel,16,others,3,256000,10,9900
Hyundai,Santa Fe,2012.0,Jeep,0.0,Jet Black,891.0,Diesel,4,unknown,2,142040,4,41553
Opel,Astra,1998.0,Hatchback,6.0,Jet Black,0.0,Gas,4,manual,1.8,200000,12,18655
Hyundai,Sonata,2012.0,Sedan,0.0,Unknown,642.0,Gas,4,automatic,2,165892,4,14454
Mercedesbenz,Ml 350,2012.0,Jeep,3.0,Jet Black,0.0,Gas,6,automatic,3.5,286000,16,22580
Hyundai,Elantra,2012.0,Sedan,2.0,Jet Black,1017.0,Gas,4,gear,2,20000,12,28852
Bmw,My Model Which Is X5 Is  Best,2012.0,Jeep,0.0,Unknown,917.0,Diesel,6,others,3,137802,0,18655
Mercedesbenz,E 350,2012.0,Sedan,1.0,Metallic,1053.0,Diesel,6,automatic,3.5,149486,7,18655
Mercedesbenz,Vito,2012.0,Minivan,1.0,Metallic,1832.0,Diesel,4,manual,2.2 Turbo,237000,4,15681
Kia,Rio,2016.0,Sedan,5.0,Unknown,730.0,Gas,4,automatic,1.6,53000,10,18500
Lexus,Ct 200H,2012.0,Hatchback,2.0,Unknown,397.0,Hybrid,4,automatic,1.8,15000,0,39201
Hyundai,Santa Fe,2012.0,Jeep,2.0,Chocolate,640.0,Diesel,14,automatic,2,156000,4,43815
Toyota,My Model Which Is Aqua Is  Best,2015.0,Hatchback,3.0,Jet Black,595.0,Gas,4,automatic,1.5,31000,4,31424
Mercedesbenz,Cla 250,2014.0,Sedan,2.0,Charcoal,639.0,Gas,4,automatic,2,0,12,18655
Honda,Fit,1913.0,Universal,3.0,Pearl White,0.0,Gas,14,others,1.3,39693,4,13065
Mercedesbenz,E 320,2012.0,Unknown,6.0,Metallic,0.0,Diesel,4,automatic,3,158000,0,19757
Mitsubishi,Unknown,2012.0,Goods,5.0,Pearl White,8284.0,Gas,3,manual,0.7,48000,0,18655
Mitsubishi,Pajero Montero,2003.0,Jeep,4.0,Unknown,0.0,Gas,6,automatic,3.8,312000,2,18817
Chevrolet,Captiva,2012.0,Jeep,2.0,Jet Black,1288.0,Diesel,14,unknown,2,51258,4,5331
Toyota,Prius V,2012.0,Hatchback,4.0,Sky Blue,0.0,Hybrid,4,gear,1.8,360755,12,15200
Hyundai,My Model Which Is Elantra Is  Best,2012.0,Jeep,2.0,Charcoal,1017.0,Gas,4,r,2,284251,12,18655
Unknown,Transit T330,2004.0,Microbus,1.0,Unknown,0.0,Diesel,4,manual,2.4 Turbo,185641,4,18503
Unknown,My Model Which Is C 180 Is  Best,2012.0,Sedan,2.0,Metallic,0.0,Gas,6,r,1.8,290000,4,5331
Mercedesbenz,E 350,2006.0,Sedan,2.0,Metallic,0.0,Gas,6,others,3.5,177000,12,17876
Ford,Focus Titanium,2012.0,Unknown,4.0,Gold,765.0,Gas,4,automatic,2,79000,8,16621
Hyundai,Sonata,3015.0,Sedan,2.0,Pearl White,765.0,Other,4,unknown,2,571321,4,10976
Bmw,318,2005.0,Coupe,2.0,Crimson,0.0,Gas,4,manual,1.8,55000,4,10976
Toyota,Highlander,2008.0,Jeep,1.0,Unknown,1750.0,Hybrid,6,unknown,3.3,182024,12,18655
Hyundai,Sonata,3012.0,Sedan,4.0,Unknown,642.0,Gas,4,automatic,2,118643,4,21181
Mitsubishi,Pajero Io,2004.0,Jeep,5.0,Jet Black,0.0,Gas,4,unknown,0,200000,4,11917
Unknown,Camry,2012.0,Sedan,2.0,Unknown,934.0,Gas,4,unknown,2.5,173101,12,18655
Bmw,325,2012.0,Sedan,9.0,Unknown,2078.0,Gas,6,others,0,252800,6,8467
Subaru,Xv,2014.0,Jeep,3.0,Pearl White,639.0,Gas,4,automatic,2,163669,0,13015
Mercedesbenz,E 350,2010.0,Sedan,1.0,Jet Black,1399.0,Diesel,6,automatic,3.5,239224,12,18655
Ford,Cmax,2012.0,Hatchback,2.0,Charcoal,0.0,Hybrid,14,automatic,2,72000,6,19757
Unknown,H1,2012.0,Minivan,2.0,Metallic,0.0,Diesel,4,automatic,2.5,151780,4,28357
Chevrolet,Captiva,2012.0,Jeep,3.0,Metallic,0.0,Gas,6,automatic,3,103000,6,25089
Unknown,Focus Titanium,2012.0,Hatchback,4.0,Unknown,642.0,Gas,4,others,2,121000,10,13485
